PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
449990;2021-07-02;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Ninguno                                  ;NO;INFORMAL;;#¡REF!;LULIBER PAIS DE LAS MARAVILLAS;CERRADO;Incumplimiento contractual;Bien;2 Camisetas ;175000;2021-02-01 00:00;2021-07-12;2021-07-12;2021-07-12;NO;;10
849597;2022-09-15;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;LEGENDARY HOLDING CLUB S.A.S.;CERRADO-DCIU;Servicios turísticos;Servicio;Afiliación a Membresía Legendcard;3500000;2022-07-21 00:00;2022-09-23;2022-09-23;2022-09-23;NO;;8
839393;2022-09-06;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;LEGENDARY TRAVEL CLUB S.A.S.;CERRADO;Derecho de Retracto;Servicio;Afiliación a Membresía;3500000;2022-07-21 00:00;2022-09-15;2022-09-15;2022-09-15;NO;;9
1298857;2024-02-07;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Turismo;Paquetes de Turismo ;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;VUELOS Y EXPERIENCIAS SAS;CERRADO-NA;Servicios turísticos;Servicio;Tiquetes aereos;503500;2023-10-11 00:00;2024-02-07;2024-02-07;2024-02-07;NO;;0
866451;2022-10-04;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;LINA MARIANA ABRIL CANTOR - FASHION CELL;CERRADO-ICOM;Incumplimiento contractual;Bien;celular POCO X4 PRO 5G 8 + 256 GB;1550000;2022-07-30 00:00;2022-10-26;2022-10-26;2022-10-26;NO;;22
710351;2022-04-27;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;SAMANDA CASA DE NOVIAS- SAMANDA LENIS;CERRADO;Incumplimiento contractual;Servicio;alquiler de verstido de noche;200000;2022-03-11 00:00;2022-04-28;2022-04-28;2022-04-28;NO;;1
866410;2022-10-04;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;LAURA DANIELA MORENO GARZON - APPLE REPAIR.W. N;CERRADO-IAP;Operaciones bajo sistemas de financiación;Bien;celular POCO X4 PRO 5G 8 + 256 GB;1800000;2022-08-14 00:00;2022-10-19;2022-10-19;2022-10-19;NO;;15
730731;2022-05-17;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;LAURA CAMILA PUIN GOMEZ -  LA ROCCA SALÓN;CERRADO;Incumplimiento contractual;Servicio;areglo del cabello;450000;2022-05-14 00:00;2022-05-19;2022-05-19;2022-05-19;NO;;2
710347;2022-04-27;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;SAMANDA CASA DE NOVIAS- SAMANDA LENIS;CERRADO;Reversión de pago;Servicio;alquiler de traje de gala;150000;2022-03-11 00:00;2022-04-28;2022-04-28;2022-04-28;NO;;1
622552;2022-01-28;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Abandono de bienes;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;#¡REF!;MARCO ALEJANDRO CASTILLO;CERRADO;Incumplimiento contractual;Servicio;mantenimiento y pintura a motocicleta ;800000;2021-05-05 00:00;2022-02-17;2022-02-17;2022-02-17;NO;;20
593550;2021-11-19;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Venta que utiliza métodos no tradicionales o a distancia;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;MAINTEAM SAS;CERRADO;Incumplimiento contractual;Bien;chaqueta ovejera de color negro con rosa;109900;2021-10-26 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;13
1265456;2023-12-07;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;LAVASECO UNICENTRO SAS;CERRADO-NA;Incumplimiento de la garantía;Bien;CHAQUETA HOMBRE;276000;2023-09-02 00:00;2023-12-14;2024-01-24;2024-01-24;NO;;48
702207;2022-04-19;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;WOMAN BY CLAUDIA QUIROGA SAS;CERRADO;Incumplimiento contractual;Bien;confeccion de prenda de vestir;900000;2022-02-10 00:00;2022-04-28;2022-04-28;2022-04-28;NO;;9
1258995;2023-12-05;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;UNITED ALLIANCE SAS;CERRADO-ICOM;Ventas que utilizan métodos no tradicionales o a distancia;Servicio;prestacion de servicios de intermediación de servicios turisticos;2000000;2023-09-02 00:00;2023-12-05;2023-12-05;2023-12-05;NO;;0
390071;2021-04-13;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;CARPINTERIA Y EBANISTERIA EL INGENIERO;CERRADO;Incumplimiento de la garantía;Bien;: dos ventanas en cuadricula, una puerta para habitación y 6 puertas para un closet empotrado;1500000;2021-02-19 00:00;2021-05-03;2021-05-04;2021-05-04;NO;;21
701600;2022-04-19;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;HERBERT ANDRÉS MAHECHA RUBÍ;CERRADO;Incumplimiento contractual;Servicio;servicio de ornamentación y soldadura en portón para reparación del mismo;950000;2022-03-16 00:00;2022-04-28;2022-04-26;2022-04-26;NO;;7
1149522;2023-10-04;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;UNITED ALLIANCE SAS;CERRADO-ICOM;Ventas que utilizan métodos no tradicionales o a distancia;Servicio;prestación de servicios en la intermediación de tarifas de servicios turísticos;5300000;2023-08-26 00:00;2023-10-19;2023-10-09;2023-10-09;NO;;5
921518;2023-01-19;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;INFORMAL;;#¡REF!;TECNIALUMINIOS ROA;CERRADO-ICOM;Servicios que suponen la entrega de un bien a un tercero;Bien;VENTANAS EN ALUMINIO;1600000;2022-03-12 00:00;2023-01-26;2023-01-26;2023-01-26;NO;;7
592114;2021-11-18;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;Leo ForVal;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;muebles-estantería de cocina ;2600000;2021-01-06 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;14
1184386;2023-10-24;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Posgrado;SI;INFORMAL;;#¡REF!;JOSE ALFREDO SANTANA SANABRIA;CERRADO-NA;Servicios que suponen la entrega de un bien a un tercero;Bien;Portones de 3 Mts x 2Mts en madera de pino, soporte metálico y columnas en acero;2000000;2023-10-11 00:00;2023-11-01;2023-11-01;2023-11-01;NO;;8
806370;2022-08-05;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Inconformidad con la información suministrada;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;WAIRUA SAS;CERRADO;Información o publicidad engañosa;Servicio;PRESTACION DE SERVICIOS ESTETICOS ;341250;2022-03-08 00:00;2022-08-30;2022-08-30;2022-08-30;NO;;25
975846;2023-03-16;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;INFORMAL;;#¡REF!;tatiana montes cardona - MUEBLES LIAM´S;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Dos (02) sofás de tres puestos con brazos y cojines popochos, diseño nuevo, todo en  pranna negro, cojines pequeños en pranna blanco puro espuma penta gris;2050000;2023-02-28 00:00;2023-03-23;2023-03-30;2023-03-30;NO;;14
356163;2021-02-18;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;#¡REF!;CONEXION DIGITAL;CERRADO;Incumplimiento contractual;Servicio;INTERNET Y TV;INDETERMINADO;2020-09-30 00:00;2021-02-25;2021-02-25;2021-02-25;NO;;7
354914;2021-02-16;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Técnico;SI;INFORMAL;;#¡REF!;JOHN ALEX CARABALI CUERO;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;biblioteca con un escritorio adjunto para niño;400000;2020-10-05 00:00;2021-02-25;;2021-02-25;NO;;9
351656;2021-02-09;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Técnico;SI;INFORMAL;;#¡REF!;JOHN ALEX CARABALI CUERO;CERRADO;Incumplimiento contractual;Bien;BIBLIOTECA CON ESCRITORIO ADJUNTO;400000;2020-10-05 00:00;2021-02-16;2021-02-16;2021-02-16;NO;;7
998176;2023-04-11;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;BRENT INTERNATIONAL CORP SAS;CERRADO-ICOM;Derecho de Retracto;Servicio;Prestación de servicios en intermediación de tarifas de servicios turísticos;1600000;2023-03-26 00:00;2023-04-19;2023-04-19;2023-04-19;NO;;8
1150531;2023-10-05;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;FORMAL;NIT;#¡REF!;SOLARIS INC COLOMBIA SAS;CERRADO-IAP;Ventas que utilizan métodos no tradicionales o a distancia;Servicio;prestación de servicios en la intermediación de tarifas de servicios turísticos;3330000;2023-10-04 00:00;2023-10-19;2023-10-23;2023-10-23;NO;;18
423428;2021-05-27;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Abandono de bienes;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;ELECTRICOS FONTIBON;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;Motor de licuadora marca osterizer;190000;2021-05-22 00:00;2021-06-01;2021-07-28;2021-07-28;NO;;62
1302278;2024-02-09;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;UNITED ALLIANCE SAS;CERRADO-ICOM;Derecho de Retracto;Servicio;Prestación de servicios en intermediación de tarifas de servicios turísticos;4800000;2023-11-06 00:00;2024-02-16;2024-02-21;2024-02-21;NO;;12
1024552;2023-05-08;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;DIANA ROCIO GARCIA SAENZ / SEANS IMPORTACIONES;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Televisor Samsung tipo Smart Tv uhd4k Led referencia Crystal, modelo UN58TU8000K ;2100000;2022-05-01 00:00;2023-05-18;2023-05-30;2023-05-30;NO;;22
526379;2021-09-15;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;#¡REF!;innova cocinas & modulares;CERRADO;Incumplimiento contractual;Bien;mueble aéreo e inferior para una cocina integral y un closet;1300000;2021-04-15 00:00;2021-09-21;2021-11-05;2021-11-05;NO;;51
354956;2021-02-16;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;La no entrega del recibo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;stiven ospina ebanisteria innovadoras;CERRADO;Incumplimiento contractual;Bien;mueble licorero;1300000;2020-12-30 00:00;2021-02-19;2021-02-19;2021-02-19;NO;;3
1311821;2024-02-20;CR ARMENIA;Casas del Consumidor Regional;QUINDIO;QUINDIO;ARMENIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;INFORMAL;;#¡REF!;muebles jb;AGENDADO;Incumplimiento de la garantía;Bien;mueble ;1900000;2023-06-02 00:00;2024-03-01;;2024-03-01;NO;;10
1305932;2024-02-14;CR ARMENIA;Casas del Consumidor Regional;QUINDIO;QUINDIO;ARMENIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;MI TOUCH;AGENDADO;Incumplimiento de la garantía;Bien;reloj smarth watch;110000;2023-09-01 00:00;2024-02-23;;2024-02-23;NO;;9
710033;2022-04-27;RUTA4;Rutas del Consumidor;BOGOTA;CAUCA;PATIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;villaplasticos;CERRADO;Incumplimiento de la garantía;Bien;NEVERA HACEB 447 LTS;1400000;2019-02-07 00:00;2022-04-28;2022-04-28;2022-04-28;NO;;1
646753;2022-02-22;RUTA4;Rutas del Consumidor;BOGOTA;VALLE DEL CAUCA;YUMBO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;ELECTROJAPONESA S.A.;CERRADO;Incumplimiento de la garantía;Bien;LAVADORA 12 kg WHIRLPOOL panel led gris plata;1768563;2021-07-13 00:00;2022-02-23;2022-02-23;2022-02-23;NO;;1
1297695;2024-02-06;CR MONTERIA;Casas del Consumidor Regional;CORDOBA;CORDOBA;MONTERIA;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;INFORMAL;;#¡REF!;FRANCISCO JAVIER BLANCO;CERRADO-IAP;Incumplimiento de la garantía;Servicio;Servicios técnico de arreglo de electrodoméstico (Nevera) ;430000;2023-07-12 00:00;2024-02-21;2024-02-22;2024-02-22;NO;;16
1250499;2023-12-01;CR MONTERIA;Casas del Consumidor Regional;CORDOBA;CORDOBA;MONTERIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Posgrado;SI;FORMAL;NIT;#¡REF!;SAMSUNG ELECTRONICS COLOMBIA S.A.;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Nevera Marca: Samsung, Modelo: RT35K5930SL/CL, Serie: 0AKW4BAH800651R;1500000;2016-12-01 00:00;2023-12-05;2023-12-05;2023-12-05;NO;;4
603570;2021-12-06;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;AG RACING MOTO TALLER;CERRADO;Incumplimiento de la garantía;Bien;MOTOCICLETA MARCHA YAHAMA MODELO 2021;INDETERMINADO;2020-10-13 00:00;2021-12-07;2021-12-07;2021-12-07;NO;;1
597461;2021-11-25;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;#¡REF!;MUEBLERIA JOHENIS;CERRADO;Incumplimiento de la garantía;Bien;juego de sala y comedor ;1850000;2021-09-10 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;7
775027;2022-07-06;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;#¡REF!;GALERIA TOSCANA;CERRADO-DCIU;Incumplimiento de la garantía;Bien;JUEGO DE COMEDOR DE 6 PUESTOS;1930000;2021-12-30 00:00;2022-07-14;2022-07-14;2022-07-14;NO;;8
1000005;2023-04-12;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;INFORMAL;;#¡REF!;EYC IMPORTACIONES;CERRADO-NA;Incumplimiento de la garantía;Bien;zapatos Adidas Climawar;310000;2022-12-08 00:00;2023-04-19;2023-04-19;2023-04-19;NO;;7
858150;2022-09-26;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;INFORMAL;;#¡REF!;INDUSTRIAS METALICAS LA BODEGA;CERRADO;Incumplimiento de la garantía;Bien;vitrina enfriadora de tortas;2400000;2022-01-17 00:00;2022-10-03;2022-10-03;2022-10-03;NO;;7
829771;2022-08-29;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;CORTISANDER SAS;CERRADO;Incumplimiento de la garantía;Bien;toldo para exteriores;910000;2021-12-06 00:00;2022-09-02;2022-09-02;2022-09-02;NO;;4
689066;2022-04-04;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;No indica;NO;FORMAL;NIT;#¡REF!;MOTORIENTE BUCARAMANGA LTDA;CERRADO;Incumplimiento de la garantía;Bien;BATERIA PARA MOTOCICILETA;72000;2022-01-27 00:00;2022-04-19;2022-04-19;2022-04-19;NO;;15
660186;2022-03-04;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Inconformidad con la información suministrada;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;#¡REF!;TOSCANA GALERIA;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;CAMA;600000;2022-02-21 00:00;2022-03-10;2022-03-10;2022-03-10;NO;;6
735538;2022-05-23;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;No indica;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;GALERIA SAMBYL;CERRADO-ICOM;Incumplimiento de la garantía;Bien;SILLAS DE COMEDOR;600000;2021-09-04 00:00;2022-05-27;2022-05-27;2022-05-27;NO;;4
796204;2022-07-27;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;SUDAMERICA ACERO SAS;CERRADO-DCIU;Servicios que suponen la entrega de un bien a un tercero;Bien;puertas, escalera, domo y marcos;40390000;2022-04-29 00:00;2022-08-04;2022-08-04;2022-08-04;NO;;8
1071683;2023-06-28;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;SANAUTOS S.A.;CERRADO-DCIU;Incumplimiento de la garantía;Bien;pantalla para vehiculo;847919;2022-06-17 00:00;2023-07-06;2023-07-14;2023-07-14;NO;;16
1063374;2023-06-20;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;sillas fenix;CERRADO-ICOM;Incumplimiento contractual;Bien;mobiliario, sillas, estan y mesa;4000000;2021-11-17 00:00;2023-06-29;2023-07-05;2023-07-05;NO;;15
905801;2022-11-24;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;#¡REF!;DOMOS Y ACEROS TOLOZA sas;CERRADO-ICOM;Incumplimiento de la garantía;Bien;DOMO PLANO;5600000;2021-07-28 00:00;2022-12-01;2022-12-02;2022-12-02;NO;;8
